ticker,pct,valUSD,name
NVDA,10.437530045404898,26639519.24,NVIDIA Corp
MSFT,7.878180220068607,20107336.95,Microsoft Corp
GOOG,4.878191333456891,12450519.55,Alphabet Inc
AMZN,4.84480339567378,12365304.12,Amazon.com Inc
AAPL,3.9807481863245258,10159991.63,Apple Inc
AORT,3.1585933403713136,8061620.68,Artivion Inc
AXP,3.035440471813881,7747299.84,American Express Co
CRM,2.997923127356995,7651545.0,Salesforce Inc
PM,2.9785705630560373,7602151.8,Philip Morris International In
NFLX,2.829270191184873,7221095.16,Netflix Inc
META,2.7956300673111203,7135236.08,Meta Platforms Inc
COST,2.53613463915295,6472930.59,Costco Wholesale Corp
CRWD,2.499470519405158,6379353.42,Crowdstrike Holdings Inc
VMC,2.3417275848928982,5976748.98,Vulcan Materials Co
AMAT,2.0712393703330156,5286386.8,Applied Materials Inc
DHI,1.9379994225297026,4946320.89,DR Horton Inc
LLY,1.9132682635349694,4883200.0,Eli Lilly &amp; Co
SSNC,1.8909495065355382,4826236.24,SS&amp;C Technologies Holdings Inc
DIS,1.407270282230066,3591750.5,Walt Disney Co/The
JNJ,1.1599820204266569,2960601.14,Johnson &amp; Johnson
ABT,1.145973630640709,2924847.78,Abbott Laboratories
AVGO,1.138529116051649,2905847.28,Broadcom Inc
APG,1.0545926714937945,2691617.81,API Group Corp
IBM,0.9657827135927546,2464949.76,IBM
TEM,0.7906935448627712,2018072.84,Tempus AI Inc
NOW,0.778473766264931,1986884.52,ServiceNow Inc
VST,0.7726931352634274,1972130.72,Vistra Corp
URI,0.7095572024173818,1810990.02,United Rentals Inc
KO,0.704520196163604,1798134.16,Coca-Cola Co/The
CVS,0.6710504844987596,1712710.02,CVS Health Corp
SOUN,0.6319208181563731,1612840.08,SoundHound AI Inc
PANW,0.6190098228143563,1579887.58,Palo Alto Networks Inc
MS,0.5708101396352738,1456868.4,Morgan Stanley
PLTR,0.5609224231618646,1431632.16,Palantir Technologies Inc
NOC,0.5488526436674837,1400826.68,Northrop Grumman Corp
RTX,0.5445491613963932,1389842.98,RTX Corp
KKR,0.5249359362356789,1339784.5,KKR &amp; Co Inc
ACN,0.515947705034904,1316844.0,Accenture PLC
MU,0.4824341189065621,1231307.88,Micron Technology Inc
PINS,0.4722871285675092,1205409.9,Pinterest Inc
WFC,0.428380607482981,1093348.08,Wells Fargo &amp; Co
ARMK,0.41597410970024773,1061683.2,Aramark
LRCX,0.39189753748369366,1000233.0,Lam Research Corp
PGR,0.3774473117114856,963351.95,Progressive Corp/The
STX,0.3614500703189657,922522.48,Seagate Technology Holdings PL
HD,0.3510094564606271,895875.09,Home Depot Inc/The
COF,0.3364090043373369,858610.62,Capital One Financial Corp
TCMD,0.3348020737057907,854509.28,Tactile Systems Technology Inc
WMT,0.3165353063838641,807887.34,Walmart Inc
HCA,0.3161079476384168,806796.6,HCA Healthcare Inc
ABBV,0.30336372854333993,774269.76,AbbVie Inc
CSCO,0.2885010600894937,736336.04,Cisco Systems Inc
C,0.2836277583216819,723898.0,Citigroup Inc
IDXX,0.2783570553140401,710445.68,IDEXX Laboratories Inc
V,0.25373288685107354,647597.86,Visa Inc
ELAN,0.2508462935096647,640230.46,Elanco Animal Health Inc
PG,0.24706502627633015,630579.6,Procter &amp; Gamble Co/The
GLW,0.2435559076619036,621623.34,Corning Inc
TMUS,0.24319897217122532,620712.34,T-Mobile US Inc
FGXXX,0.2406570899656,614224.74,First American Government Obli
DELL,0.23579434737613486,601813.65,Dell Technologies Inc
JPM,0.23234439542301166,593008.4,JPMorgan Chase &amp; Co
SBUX,0.2290112996829453,584501.4,Starbucks Corp
BAC,0.2260047313507565,576827.79,Bank of America Corp
FWONK,0.22422348612008539,572281.55,Liberty Media Corp-Liberty For
BLK,0.22063205684936713,563115.21,Blackrock Inc
MAR,0.21765562625366894,555518.52,Marriott International Inc/MD
ANET,0.21465873161770932,547869.6,Arista Networks Inc
OSK,0.2139915247603261,546166.7,Oshkosh Corp
BALL,0.20920408341340047,533947.8,Ball Corp
AMGN,0.20786731886115428,530536.0,Amgen Inc
SCHW,0.20483384519400946,522793.72,Charles Schwab Corp/The
MO,0.20232522733872288,516391.02,Altria Group Inc
BK,0.20073406299054097,512329.92,Bank of New York Mellon Corp/T
VRT,0.1944649593052411,496329.4,Vertiv Holdings Co
SYY,0.19237428900935777,490993.42,Sysco Corp
INTU,0.191578977181577,488963.56,Intuit Inc
